127.0.0.1 - - [23/Jun/2025:09:09:07 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/wave.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/index/sil/sil1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/logo1.png HTTP/1.1" 200 21406
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/index/sil/sil4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/index/sil/sil2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/index/sil/sil3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/index/sil/sil5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/team.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:07 +0900] "GET /vibesync/vibesync/sources/login/footer_logo.png HTTP/1.1" 200 5405
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:10 +0900] "GET /vibesync/vibesync/user.do HTTP/1.1" 200 6050
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:10 +0900] "GET /vibesync/vibesync/css/login.css HTTP/1.1" 200 12443
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:10 +0900] "GET /vibesync/vibesync/js/login.js HTTP/1.1" 200 7452
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "POST /vibesync/vibesync/user.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/css/sidebar.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/profile/dmddo.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/icons/settings.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/icons/home.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/icons/work.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/sidebar/light_icon.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/sidebar/dark_icon.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/icons/page.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/icons/follow.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/css/back4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/main.do HTTP/1.1" 200 34552
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/js/theme.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/button_bg/music.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/button_bg/daily.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/button_bg/anime.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/vibesync/sources/button_bg/drama.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:16 +0900] "GET /vibesync/sidebar.do HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:25 +0900] "GET /vibesync/vibesync/css/workspace.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:25 +0900] "GET /vibesync/vibesync/workspace.do HTTP/1.1" 200 60434
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:25 +0900] "GET /vibesync/vibesync/js/workspace.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:25 +0900] "GET /vibesync/sidebar.do HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:25 +0900] "GET /vibesync/schedules.do?action=getMonthlySchedules&start=2025-05-31T15%3A00%3A00.000Z&end=2025-07-05T15%3A00%3A00.000Z HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:25 +0900] "GET /vibesync/todoList.do HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [23/Jun/2025:09:09:32 +0900] "GET /vibesync/vibesync/main.do HTTP/1.1" 200 34552
